METRO_CODE,METRO_NAME,MLS_CODE,MLS_SHORT_NAME,MLS_LONG_NAME,NUM_LISTINGS
auburn-ny,"Auburn, NY",NY_GENRIS,NYSAMLS,New York State Alliance,537
auburn-ny,"Auburn, NY",NY_IBR,NY_IBR,Ithaca Board of Realtors,77
auburn-ny,"Auburn, NY",SOLO_4181,SOLO_4181,Hunt Real Estate ERA,14
auburn-ny,"Auburn, NY",SOLO_4181_AZ,SOLO_4181_AZ,Hunt Real Estate ERA (Phoenix),5
augusta,"Augusta, GA",FIRSTMLS,FMLS,First Multiple Listing Service,19
augusta,"Augusta, GA",GA_AAAR,GA_AAAR,Athens Area Association of REALTORS,4
augusta,"Augusta, GA",GA_GAAR,GA_GAAR,Greater Augusta Association of Realtors,3311
augusta,"Augusta, GA",GA_LCBOR,GA_LCBOR,Lake Country Board Of REALTORS,4
augusta,"Augusta, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,76
augusta-me,"Augusta, ME",ME_MREIS,ME_MREIS,Maine Real Estate Information System,1635
aurora-ne,"Aurora, NE",NE_GIBR,NE_GIBR,Grand Island Board of REALTORS,9
austin,"Austin, TX",ACTRIS,ACTRIS,"Austin and Central Texas Realty Information Systems, Inc.",10872
austin,"Austin, TX",GDAR,NTREIS,North Texas Real Estate Information Systems,7
austin,"Austin, TX",HARMLS,HRMLS,"Houston Realtors Information Service, Inc.",72
austin,"Austin, TX",SABOR,SABOR,San Antonio Board of Realtors,91
austin,"Austin, TX",TX_FHAAR,TX_FHAAR,Fort Hood Area Association of Realtors,15
austin,"Austin, TX",TX_FRAR,TX_FRAR,Four Rivers Association of Realtors,314
austin,"Austin, TX",TX_GCBOR,TX_GCBOR,Gillespie County Board of Realtors,3
austin,"Austin, TX",TX_HLAR,TX_HLAR,Highland Lakes Association of Realtors,98
austin,"Austin, TX",TX_TBBOR,TX_TBBOR,Temple Belton Board of Realtors,25
austin,"Austin, TX",TX_WAR,TX_WAR,Waco Association of Realtors,1
ava-mo,"Ava, MO",MO_GSBOR,Southern Missouri Regional MLS,Southern Missouri Regional MLS,188
ava-mo,"Ava, MO",MO_MARIS,MO_MARIS,Mid America Regional Information System,5
avery-county-nc,"Avery County, NC",CH,"Carolina MLS, Inc.","Carolina Multiple Listing Services, Inc.",11
avery-county-nc,"Avery County, NC",NC_BCBR,NC_BCBR,Burke County Board of Realtors Multiple Listing Service,18
avery-county-nc,"Avery County, NC",NC_CVAR,NC_CVAR,Catawba Valley Association of Realtors,6
avery-county-nc,"Avery County, NC",NC_HCAR,NC_HCAR,"High Country Association of REALTORS, Inc.",895
avery-county-nc,"Avery County, NC",NC_MDBR,NC_MDBR,McDowell County Board of REALTORS,0
avery-county-nc,"Avery County, NC",NC_TRIAD,NC_TRIAD,"Triad MLS, Inc",1
avery-county-nc,"Avery County, NC",NC_WNCRMLS,NC_WNCRMLS,North Carolina Mountain MLS,12
avery-county-nc,"Avery County, NC",TNVA_MLS,TNVA_MLS,Tennessee Virginia Regional MLS,5
avoyelles-parish-la,"Avoyelles Parish, LA",LA_CLBOR,LA_CLBOR,Central Louisiana Board of REALTORS,129
avoyelles-parish-la,"Avoyelles Parish, LA",LA_GSREIN,LA_GSREIN,Gulf South Real Estate Information Network,0
avoyelles-parish-la,"Avoyelles Parish, LA",LA_RAAMLS,LA_RAAMLS,RealtorÂ® Association of Acadiana,1
avoyelles-parish-la,"Avoyelles Parish, LA",SOLO_4113,SOLO_4113,Latter & Blum ERA Powered,0
bainbridge-sidney-unadilla-ny,"Bainbridge - Sidney - Unadilla, NY",NY_GBAR,NY_GBAR,Greater Binghamton Association of Realtors,17
bainbridge-sidney-unadilla-ny,"Bainbridge - Sidney - Unadilla, NY",NY_GCAR,NY_GCAR,Greater Capital Association of Realtors,1
bainbridge-sidney-unadilla-ny,"Bainbridge - Sidney - Unadilla, NY",NY_GENRIS,NYSAMLS,New York State Alliance,3
bainbridge-sidney-unadilla-ny,"Bainbridge - Sidney - Unadilla, NY",NY_MLSUC,NY_MLSUC,"Multiple Listing Service of Ulster County, Inc.",1
bainbridge-sidney-unadilla-ny,"Bainbridge - Sidney - Unadilla, NY",NY_ODBR,NY_ODBR,Otsego-Delaware Board of REALTORS,219
bainbridge-sidney-unadilla-ny,"Bainbridge - Sidney - Unadilla, NY",SOLO_4181,SOLO_4181,Hunt Real Estate ERA,1
bainbridge-ga,"Bainbridge, GA",GA_SWGBR_CAIRO,GA_SWGBR_CAIRO,Southwest Georgia Board of REALTORs (Cairo),256
baker-city-or,"Baker City, OR",ID_IMLS,ID_IMLS,Intermountain Multiple Listing Service,19
baker-city-or,"Baker City, OR",OR_MLCOBO,OR_MLCOBO,Central Oregon Association of REALTORS,5
baker-city-or,"Baker City, OR",PORTLAND,RMLS,RMLS,262
bakersfield,"Bakersfield, CA",BF,BF,Bakersfield Multiple Listing Service,2315
bakersfield,"Bakersfield, CA",CARETS,CARETS,"CARETS, CLAW, CRISNet MLS, i-Tech MLS, PSRMLS and/or VCRDS",236
bakersfield,"Bakersfield, CA",CARETS_VCMLS,VCRDS (CARETS),Ventura County Regional Data Share (CARETS),79
bakersfield,"Bakersfield, CA",CA_CCRMLS,CA_CCRMLS,Central Coast Regional Multiple Listing Service,30
bakersfield,"Bakersfield, CA",CA_DAMLS,DAMLS,Desert Area MLS,33
bakersfield,"Bakersfield, CA",CA_FMLS,CA_FMLS,Fresno Association of Realtors,10
bakersfield,"Bakersfield, CA",CA_OBBR,CA_OBBR,Orange Belt Board of Realtors,8
bakersfield,"Bakersfield, CA",CA_TCMLS,CA_TCMLS,Tulare County Multiple Listing Service,37
bakersfield,"Bakersfield, CA",CRMLS,CRMLS (Socal),California Regional MLS (Southern California),169
bakersfield,"Bakersfield, CA",GAVAR,GAVAR,Greater Antelope Valley Association of REALTORS,77
bakersfield,"Bakersfield, CA",VVMLS,HDAOR,High Desert Association of REALTORS,4
baldwin-county-al,"Baldwin County, AL",AL_BCAR,AL_BCAR,Baldwin County Association of Realtors,4806
baldwin-county-al,"Baldwin County, AL",AL_MAAR,AL_MAAR,Mobile Area Association of REALTORS,1246
baldwin-county-al,"Baldwin County, AL",AL_MLSM,AL_MLSM,Montgomery Area Association of REALTORS,0
baldwin-county-al,"Baldwin County, AL",FL_PMLS,FL_PMLS,Pensacola Association of Realtors,120
baldwin-county-al,"Baldwin County, AL",METROMLS,GAMLS,Georgia Multiple Listing Service,4
ballinger-tx,"Ballinger, TX",GDAR,NTREIS,North Texas Real Estate Information Systems,4
ballinger-tx,"Ballinger, TX",HARMLS,HRMLS,"Houston Realtors Information Service, Inc.",0
ballinger-tx,"Ballinger, TX",TX_GCBOR,TX_GCBOR,Gillespie County Board of Realtors,1
ballinger-tx,"Ballinger, TX",TX_PBBOR,TX_PBBOR,Permian Basin Board of Realtors,0
ballinger-tx,"Ballinger, TX",TX_SAAR,TX_SAAR,San Angelo Association of Realtors,72
baltimore,"Baltimore and Eastern Shore, MD",MRIS,MRIS,"Metropolitan Regional Information Systems, Inc.",18935
baltimore,"Baltimore and Eastern Shore, MD",PA_RAYAC,PA_RAYAC,Realtors Association of York and Adam Counties,249
baltimore,"Baltimore and Eastern Shore, MD",SOLO_3627,SOLO_3627,ERA Blue Diamond,0
baltimore,"Baltimore and Eastern Shore, MD",TRENDMLS,TRENDMLS,TREND MLS.,184
bamberg-county-sc,"Bamberg County, SC",SC_CML,SC_CML,Consolidated Multiple Listing Service,0
bamberg-county-sc,"Bamberg County, SC",SC_CTAR,SC_CTAR,Charleston Trident Multiple Listing Service,6
bamberg-county-sc,"Bamberg County, SC",SC_GGAR,SC_GGAR,Greater Greenville Association of Realtors,0
bamberg-county-sc,"Bamberg County, SC",SC_SMAR,SC_SMAR,Southern Midlands Association of Realtors,30
bamberg-county-sc,"Bamberg County, SC",SC_SMLS,SC_SMLS,Spartanburg Board of REALTORS,0
bangor-me,"Bangor, ME",ME_MREIS,ME_MREIS,Maine Real Estate Information System,1666
baraga-county-mi,"Baraga County, MI",MI_NMMLS,MI_NMMLS,Emmet Association of Realtors Â¿ Northern Michigan MLS,0
baraga-county-mi,"Baraga County, MI",MI_UPAR,MI_UPAR,Upper Peninsula Association of REALTORSÂ®,286
barbour-county-wv,"Barbour County, WV",WV_NCWV,WV_NCWV,North Central West Virginia MLS,151
barron-wi,"Barron, WI",MLSNI,MRED,Midwest Real Estate Data LLC,0
barron-wi,"Barron, WI",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",167
barron-wi,"Barron, WI",WI_WIREX,WI_WIREX,Wisconsin Real Estate Exchange,674
basin-wy,"Basin, WY",WY_NWBR,WY_NWBR,Northwest Wyoming Board of REALTORS,91
basin-wy,"Basin, WY",WY_WYMLS,WY_WYMLS,Wyoming Multiple Listing Service,79
bastrop-la,"Bastrop, LA",LA_NEBOR,LA_NEBOR,Northeast Louisiana Board of Realtors,160
batesville-ar,"Batesville, AR",AR_BBOR,AR_BBOR,Batesville Board of Realtors,287
batesville-ar,"Batesville, AR",AR_CARMLS,AR_CARMLS,Cooperative Arkansas Multiple Listing Service,12
batesville-ar,"Batesville, AR",AR_JBOR,AR_JBOR,Jonesboro Board of REALTORS,2
batesville-ms,"Batesville, MS",MS_MLSOJ,MS_MLSOJ,"Multiple Listing Service of Jackson, MS, Inc.",4
batesville-ms,"Batesville, MS",MS_NCMR,MS_NCMR,North Central Mississippi REALTORS,138
batesville-ms,"Batesville, MS",MS_NEMBOR,MS_NEMBOR,Northeast Mississippi Board of Realtors,5
batesville-ms,"Batesville, MS",MS_NWMAR,MS_NWMAR,Northwest Mississippi Association of REALTORS,63
batesville-ms,"Batesville, MS",TN_MAAR,TN_MAAR,Memphis Area Association of REALTORS,1
baton-rouge-la,"Baton Rouge, LA",LA_BBOR,LA_BBOR,Bayou Board of REALTORS,2
baton-rouge-la,"Baton Rouge, LA",LA_CLBOR,LA_CLBOR,Central Louisiana Board of REALTORS,3
baton-rouge-la,"Baton Rouge, LA",LA_GBRMLS,LA_GBRMLS,Greater Baton Rouge MLS,4384
baton-rouge-la,"Baton Rouge, LA",LA_GSREIN,LA_GSREIN,Gulf South Real Estate Information Network,332
baton-rouge-la,"Baton Rouge, LA",LA_RAAMLS,LA_RAAMLS,RealtorÂ® Association of Acadiana,4
baton-rouge-la,"Baton Rouge, LA",SOLO_4112,SOLO_4112,Latter & Blum Classic Homes & Properties ERA Powered,1
baton-rouge-la,"Baton Rouge, LA",SOLO_4113,SOLO_4113,Latter & Blum ERA Powered,3
battle-creek-mi,"Battle Creek, MI",MI_GRAR,MichRIC,Michigan Regional Information Center,1081
battle-creek-mi,"Battle Creek, MI",MI_GSAR,MI_GSAR,Greater Shiawassee Association of REALTORS,102
battle-creek-mi,"Battle Creek, MI",MI_JMLS,MI_JMLS,Jackson Association of Realtors,104
bay-city-mi,"Bay City, MI",MI_BCRA,MI_BCRA,Bay County Realtors Association,595
bay-city-mi,"Bay City, MI",MI_FAAR,MI_FAAR,Flint Area Association of Realtors,12
bay-city-mi,"Bay City, MI",MI_GSAR,MI_GSAR,Greater Shiawassee Association of REALTORS,126
bay-city-mi,"Bay City, MI",MI_JMLS,MI_JMLS,Jackson Association of Realtors,104
bay-city-mi,"Bay City, MI",MI_MBOR,MI_MBOR,Midland Board of Realtors,35
bay-city-mi,"Bay City, MI",MI_NGLRMLS,MI_NGLRMLS,Northern Great Lakes REALTORS MLS,15
bay-city-mi,"Bay City, MI",MI_REALCOMP,MI_REALCOMP,Realcomp II LTD,20
bay-city-mi,"Bay City, MI",MI_REALSOURCE,MI_REALSOURCE,"MiRealSource, Inc.",146
bay-county-fl,"Bay County, FL",AL_DMLS,AL_DMLS,Dothan Multiple Listing Service,1
bay-county-fl,"Bay County, FL",FL_BCMLS,FL_BCMLS,Bay County Association of Realtors,3840
bay-county-fl,"Bay County, FL",FL_ECAR,FL_ECAR,Emerald Coast AOR/Data Services of the Gulf Coast,955
bay-county-fl,"Bay County, FL",FL_NABOR,FL_NABOR,Navarre Board of Realtor,2
bay-county-fl,"Bay County, FL",FL_OCALA,FL_OCALA,Ocala/Marion County Association of Realtors,7
bay-county-fl,"Bay County, FL",FL_PMLS,FL_PMLS,Pensacola Association of Realtors,1
bay-county-fl,"Bay County, FL",FL_RAFGC,FL_RAFGC,Realtors Association of Franklin & Gulf Counties,1
bayfield-county-wi,"Bayfield County, WI",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",79
bayfield-county-wi,"Bayfield County, WI",WI_GNMLS,WI_GNMLS,Greater Northwoods Multiple Listing Service,13
bayfield-county-wi,"Bayfield County, WI",WI_WIREX,WI_WIREX,Wisconsin Real Estate Exchange,972
bear-lake-ut,"Bear Lake, UT",ID_PAOR,ID_PAOR,Greater Pocatello Association of Realtors,2
bear-lake-ut,"Bear Lake, UT",SL,WFRMLS,Wasatch Front Regional MLS,763
beaumont-tx,"Beaumont, TX",HARMLS,HRMLS,"Houston Realtors Information Service, Inc.",0
beaumont-tx,"Beaumont, TX",TX_BBOR,TX_BBOR,Beaumont Board of Realtors,1871
beaumont-tx,"Beaumont, TX",TX_JMLS,TX_JMLS,Jasper Area Board of Realtors,11
beaumont-tx,"Beaumont, TX",TX_PNPANBR,TX_PNPANBR,"Port Neches, Port Arthur & Nederland Board of Realtors",606
bedford-in,"Bedford, IN",IN_LBAR,IN_LBAR,Indiana Regional MLS,496
bedford-in,"Bedford, IN",IN_MIBOR,IN_MIBOR,Metropolitan Indianapolis Board of Realtors,19
bedford-in,"Bedford, IN",IN_SIRA,IN_SIRA,Southern Indiana Realtors Association,1
bedford-pa,"Bedford, PA",MRIS,MRIS,"Metropolitan Regional Information Systems, Inc.",101
bedford-pa,"Bedford, PA",PA_AHAR,PA_AHAR,Allegheny Highlands Association of REALTORS,336
bedford-pa,"Bedford, PA",PA_CCAR,PA_CCAR,Centre County Association of REALTORSÂ® MLS,2
bedford-pa,"Bedford, PA",PA_CPML,PA_CPML,"Central Penn Multi-List, Inc.",8
bedford-pa,"Bedford, PA",PA_CSAR,PA_CSAR,Cambria Somerset Association of REALTORS,5
bedford-pa,"Bedford, PA",PA_KRMLS,PA_KRMLS,"Keystone Multi-List, Inc.",4
bedford-pa,"Bedford, PA",PA_WPN,PA_WPN,West Penn Multi-List,0
bedford-va,"Bedford, VA",CHARLOTTESVILLE,CAAR,Charlottesville Area Association of Realtors,2
bedford-va,"Bedford, VA",RV,"CVR MLS, CBRAR, and WMLS","Central Virginia Regional MLS, Chesapeake Bay & Rivers MLS, and Williamsburg MLS",0
bedford-va,"Bedford, VA",VA_DRRAR,VA_DRRAR,Dan River Region Association of REALTORS,6
bedford-va,"Bedford, VA",VA_LAR,VA_LAR,Lynchburg Association of Realtors,357
bedford-va,"Bedford, VA",VA_NRVAR,VA_NRVAR,New River Valley Association of REALTORS,2
bedford-va,"Bedford, VA",VA_RVAR,VA_RVAR,Roanoke Valley Association of Realtors,1460
bellefontaine-oh,"Bellefontaine, OH",OH_CBR,OH_CBR,Columbus and Central Ohio Regional MLS,81
bellefontaine-oh,"Bellefontaine, OH",OH_DABR,OH_DABR,Dayton Area Board of Realtors,6
bellefontaine-oh,"Bellefontaine, OH",OH_HBOR,OH_HBOR,Heartland Board of Realtors,0
bellefontaine-oh,"Bellefontaine, OH",OH_SVAOR,OH_SVAOR,Scioto Valley Association of REALTORS,0
bellefontaine-oh,"Bellefontaine, OH",OH_WCAR,OH_WCAR,West Central Association of Realtors,39
bellefontaine-oh,"Bellefontaine, OH",OH_WRIST,OH_WRIST,"Western Regional Information Systems and Technology, Inc.",307
bellingham,"Bellingham, WA",NWMLS,NWMLS,Northwest Multiple Listing Service,1462
belmont-county-oh,"Belmont, OH",OH_CBR,OH_CBR,Columbus and Central Ohio Regional MLS,2
belmont-county-oh,"Belmont, OH",OH_NORMLS,OH_NORMLS,"Northern Ohio Regional Multiple Listing Service, Inc.",360
bennettsville-sc,"Bennettsville, SC",CH,"Carolina MLS, Inc.","Carolina Multiple Listing Services, Inc.",3
bennettsville-sc,"Bennettsville, SC",SC_CML,SC_CML,Consolidated Multiple Listing Service,0
bennettsville-sc,"Bennettsville, SC",SC_RAGPD,SC_RAGPD,Realtors Association of Greater Pee Dee,88
benton-il,"Benton, IL",IL_EBOR,IL_EBOR,Egyptian Board of REALTORS,335
benton-il,"Benton, IL",MO_MARIS,MO_MARIS,Mid America Regional Information System,7
berkshire-county-ma,"Berkshire County, MA",MA_BCMLS,MA_BCMLS,Berkshire County Multiple Listing Service,1935
berkshire-county-ma,"Berkshire County, MA",MLSPIN,MLS PIN,"MLS Property Information Network, Inc.",227
berkshire-county-ma,"Berkshire County, MA",NY_CGND,NY_CGND,Columbia Greene Northern Dutchess Multiple Listing Service,1
berlin-nh,"Berlin, NH",MLSPIN,MLS PIN,"MLS Property Information Network, Inc.",1
berlin-nh,"Berlin, NH",NH_NNEREN,NH_NNEREN,Northern New England Real Estate Network,930
berrien-county-mi,"Berrien County, MI",IN_GNIAR,IN_GNIAR,Greater Northwest Indiana Association of REALTORSÂ®,13
berrien-county-mi,"Berrien County, MI",MI_GLAR,MI_GLAR,Greater Lansing Association of Realtors,12
berrien-county-mi,"Berrien County, MI",MI_GRAR,MichRIC,Michigan Regional Information Center,2079
berryville-ar,"Berryville, AR",AR_HDBR,AR_HDBR,Harrison District Board of REALTORSÂ®,45
berryville-ar,"Berryville, AR",AR_NCBR,AR_NCBR,North Central Board of Realtors,1
berryville-ar,"Berryville, AR",AR_NWAR,AR_NWAR,Arkansas Regional MLS,805
berryville-ar,"Berryville, AR",MO_GSBOR,Southern Missouri Regional MLS,Southern Missouri Regional MLS,13
berwick-pa,"Berwick, PA",PA_CSVBR,PA_CSVBR,Central Susquehanna Valley Board of Realtors,187
berwick-pa,"Berwick, PA",PA_GSBR,PA_GSBR,Greater Scranton Board of Realtors,2
berwick-pa,"Berwick, PA",PA_GWBAR,PA_GWBAR,Greater Wilkes Barre Association of Realtors,70
berwick-pa,"Berwick, PA",PA_PMAR,PA_PMAR,Pocono Mountains Association of Realtors,1
berwick-pa,"Berwick, PA",PA_WBVAR,PA_WBVAR,West Branch Valley Association of Realtors,4
big-bear-lake-ca,"Big Bear Lake, CA",CARETS,CARETS,"CARETS, CLAW, CRISNet MLS, i-Tech MLS, PSRMLS and/or VCRDS",44
big-bear-lake-ca,"Big Bear Lake, CA",CA_BBAR,CA_BBAR,Big Bear Lake Association of Realtors,771
big-bear-lake-ca,"Big Bear Lake, CA",CA_DAMLS,DAMLS,Desert Area MLS,35
big-bear-lake-ca,"Big Bear Lake, CA",CRMLS,CRMLS (Socal),California Regional MLS (Southern California),604
big-bear-lake-ca,"Big Bear Lake, CA",CRMLS_CDAR,DAMLS (CARETS/CRMLS),Desert Area MLS (CARETS/CRMLS),6
big-bear-lake-ca,"Big Bear Lake, CA",VVMLS,HDAOR,High Desert Association of REALTORS,35
big-rapids-mi,"Big Rapids, MI",MI_GRAR,MichRIC,Michigan Regional Information Center,1572
big-rapids-mi,"Big Rapids, MI",MI_NGLRMLS,MI_NGLRMLS,Northern Great Lakes REALTORS MLS,138
big-rapids-mi,"Big Rapids, MI",MI_REALSOURCE,MI_REALSOURCE,"MiRealSource, Inc.",28
big-spring-tx,"Big Spring, TX",TX_OBOR,TX_OBOR,Odessa Board of Realtors,2
big-spring-tx,"Big Spring, TX",TX_PBBOR,TX_PBBOR,Permian Basin Board of Realtors,179
billings-mt,"Billings, MT",MT_BAR,MT_BAR,Billings Association of Realtors,1858
billings-mt,"Billings, MT",MT_BZM,MT_BZM,Gallatin Association of Realtors,84
billings-mt,"Billings, MT",MT_GFAR,MT_GFAR,Great Falls Association of Realtors,3
billings-mt,"Billings, MT",MT_NMAR,Montana Regional MLS,Montana Regional MLS,5
binghamton-ny,"Binghamton, NY",NY_ECAR,NY_ECAR,The Elmira-Corning Regional Association of Realtors,61
binghamton-ny,"Binghamton, NY",NY_GBAR,NY_GBAR,Greater Binghamton Association of Realtors,1634
binghamton-ny,"Binghamton, NY",NY_GENRIS,NYSAMLS,New York State Alliance,40
binghamton-ny,"Binghamton, NY",NY_IBR,NY_IBR,Ithaca Board of Realtors,125
binghamton-ny,"Binghamton, NY",NY_ODBR,NY_ODBR,Otsego-Delaware Board of REALTORS,65
binghamton-ny,"Binghamton, NY",NY_SCMLS,NY_SCMLS,Sullivan County MLS,2
binghamton-ny,"Binghamton, NY",PA_BSAR,PA_BSAR,Bradford Sullivan Association of Realtors,54
binghamton-ny,"Binghamton, NY",PA_GSBR,PA_GSBR,Greater Scranton Board of Realtors,4
binghamton-ny,"Binghamton, NY",PA_PWAR,PA_PWAR,Pike Wayne Board of Realtors,5
birmingham-al,"Birmingham, AL",AL_BAMLS,AL_BAMLS,Greater Alabama (Birmingham area) MLS,9464
birmingham-al,"Birmingham, AL",AL_CAR,AL_CAR,Cullman Association of REALTORS,24
birmingham-al,"Birmingham, AL",AL_LCAR,AL_LCAR,Lee County Association of Realtors,5
birmingham-al,"Birmingham, AL",AL_LMAAR,AL_LMAAR,Lake Martin Association of Realtors,11
birmingham-al,"Birmingham, AL",AL_MLSM,AL_MLSM,Montgomery Area Association of REALTORS,199
birmingham-al,"Birmingham, AL",AL_NALMLS,AL_NALMLS,North Alabama MLS,82
birmingham-al,"Birmingham, AL",AL_SAAR,AL_SAAR,Shoals Area Association of REALTORS,2
birmingham-al,"Birmingham, AL",AL_WCABR,AL_WCABR,Walker County Area Board of REALTORS,17
bishopville-sc,"Bishopville, SC",SC_CML,SC_CML,Consolidated Multiple Listing Service,6
bishopville-sc,"Bishopville, SC",SC_RAGPD,SC_RAGPD,Realtors Association of Greater Pee Dee,16
bishopville-sc,"Bishopville, SC",SC_SBR,SC_SBR,Sumter Board of Realtors,16
bismark-nd,"Bismark, ND",ND_BBOR,ND_BBOR,Badlands Board of Realtors,1
bismark-nd,"Bismark, ND",ND_BMBOR,ND_BMBOR,Bismarck-Mandan Board of Realtors,1051
blacksburg-radford-va,"Blacksburg - Christianburg - Radford, VA",VA_MTCBR,VA_MTCBR,Mercer-Tazewell County Board of REALTORS,2
blacksburg-radford-va,"Blacksburg - Christianburg - Radford, VA",VA_NRVAR,VA_NRVAR,New River Valley Association of REALTORS,875
blacksburg-radford-va,"Blacksburg - Christianburg - Radford, VA",VA_RVAR,VA_RVAR,Roanoke Valley Association of Realtors,55
blacksburg-radford-va,"Blacksburg - Christianburg - Radford, VA",VA_SWVAR,VA_SWVAR,Southwest Virginia Association of REALTORS,59
blakely-colquitt-ga,"Blakely - Colquitt, GA",GA_SWGBR_CAIRO,GA_SWGBR_CAIRO,Southwest Georgia Board of REALTORs (Cairo),24
blakely-colquitt-ga,"Blakely - Colquitt, GA",GA_TIFT,GA_TIFT,Tiftarea Board of REALTORSÂ®,0
blakely-colquitt-ga,"Blakely - Colquitt, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,2
blanco-county-tx,"Blanco County, TX",ACTRIS,ACTRIS,"Austin and Central Texas Realty Information Systems, Inc.",115
blanco-county-tx,"Blanco County, TX",SABOR,SABOR,San Antonio Board of Realtors,119
blanco-county-tx,"Blanco County, TX",TX_FRAR,TX_FRAR,Four Rivers Association of Realtors,30
blanco-county-tx,"Blanco County, TX",TX_GCBOR,TX_GCBOR,Gillespie County Board of Realtors,147
blanco-county-tx,"Blanco County, TX",TX_HLAR,TX_HLAR,Highland Lakes Association of Realtors,36
blanco-county-tx,"Blanco County, TX",TX_KBOR,TX_KBOR,Kerville Board of Realtors,4
bloomington-in,"Bloomington, IN",IN_LBAR,IN_LBAR,Indiana Regional MLS,1439
bloomington-in,"Bloomington, IN",IN_MIBOR,IN_MIBOR,Metropolitan Indianapolis Board of Realtors,236
bloomington-in,"Bloomington, IN",IN_SIRA,IN_SIRA,Southern Indiana Realtors Association,1
bloomington-in,"Bloomington, IN",IN_THAAR,IN_THAAR,Terre Haute Area Association of REALTORS,12
bloomsburg-pa,"Bloomsburg, PA",PA_BSAR,PA_BSAR,Bradford Sullivan Association of Realtors,1
bloomsburg-pa,"Bloomsburg, PA",PA_CSVBR,PA_CSVBR,Central Susquehanna Valley Board of Realtors,467
bloomsburg-pa,"Bloomsburg, PA",PA_GWBAR,PA_GWBAR,Greater Wilkes Barre Association of Realtors,4
bloomsburg-pa,"Bloomsburg, PA",PA_WBVAR,PA_WBVAR,West Branch Valley Association of Realtors,34
blountstown-fl,"Blountstown, FL",FL_BCMLS,FL_BCMLS,Bay County Association of Realtors,93
blountstown-fl,"Blountstown, FL",FL_RAFGC,FL_RAFGC,Realtors Association of Franklin & Gulf Counties,3
blountstown-fl,"Blountstown, FL",FL_TBR,FL_TBR,Tallahassee Board of Realtors,2
boise,"Boise, ID",ID_IMLS,ID_IMLS,Intermountain Multiple Listing Service,5334
boise,"Boise, ID",ID_MCAR,ID_MCAR,Mountain Central Association of REALTORS,72
boise,"Boise, ID",ID_MCMLS,ID_MCMLS,Mini Cassia Association of Realtors,2
bolivar-tn,"Bolivar, TN",TN_CWTAR,TN_CWTAR,Central West Tennessee Association of Realtors,32
bolivar-tn,"Bolivar, TN",TN_MAAR,TN_MAAR,Memphis Area Association of REALTORS,61
